session ;user;query position;cell hashcode;novelty;outlierness;relevance;surprise;query label;session label
dibstudent04--2016-09-25--11-53.log;dibstudent04;1;-1584483483;false;0.25912679040062736;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;1;2089067175;false;0.13532778190852512;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;1;-1499270204;false;0.15310621355409104;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;1;-1147563413;false;0.28512358662819315;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;2;-718126148;false;0.23975006109347663;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;2;-1776462856;false;0.23975006109347663;0.0;Infinity;1;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;3;1432955538;false;0.2982447717109067;0.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;3;1081248747;false;0.13547977538786826;0.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;3;374618830;false;0.13444501575923673;0.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;3;996035468;false;0.29659388914689744;0.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;-1973183755;false;0.12061126070459416;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;-2116491292;false;0.08362079955457502;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;2110348161;false;0.4853147938879465;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;156676413;false;0.3421528588078273;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;-2043529041;false;0.13101950521479155;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;5;220756850;false;0.29369439839142375;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;-1973183755;false;0.12061126070459416;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;-2116491292;false;0.08362079955457502;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;2110348161;false;0.4853147938879465;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;156676413;false;0.3421528588078273;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;-2043529041;false;0.13101950521479155;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;6;220756850;false;0.29369439839142375;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;1701217101;false;0.2947508781011592;1.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;630795816;false;0.21722304327259978;1.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;-2131846561;false;0.035490742287579646;1.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;-2131827676;false;0.299078412586816;1.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;-2131835139;false;0.30593224454358103;1.0;Infinity;0;B;
dibstudent04--2016-09-25--11-53.log;dibstudent04;7;-484791051;false;0.2911476204856007;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-704927382;false;0.19113295680165177;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-730908445;false;0.23022584248021372;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-553603821;false;0.271852892293329;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1629848280;false;0.3179078954375605;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1694661770;false;0.24453558956361587;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;224128283;false;0.35648465965810705;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1484201213;false;0.44023816176185426;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-928946478;false;4.756652468410616E-4;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-2144304638;false;0.3042838439559836;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2036671131;false;0.34549101914453817;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1001632147;false;0.25840723369364316;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2018966691;false;0.26665726624676644;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1699882590;false;0.22385355316668476;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-502031925;false;0.23177455790657608;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1770010464;false;0.48403341623061313;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;2028136398;false;0.028144226007836726;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-759677850;false;0.30421417455811517;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;653565548;false;0.260406881676162;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;795232856;false;0.469367970248068;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-403599928;false;0.17284498576912133;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;205409254;false;0.19313835969854853;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-673849649;false;0.4798210634337009;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1481585192;false;0.42022346294980484;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-139887801;false;0.3191970324458381;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-597017857;false;0.29106666516535173;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1517403605;false;0.012349255713597351;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1036657669;false;1.6018643271886734E-4;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-816773154;false;0.28897436600168436;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;296062133;false;0.15704379123270307;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;147177087;false;0.3262313672976951;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-466929005;false;0.2741644007963897;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-2052425350;false;0.45492832074335854;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-580779951;false;0.3614997149782886;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1968609857;false;0.3829642896855898;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1295930056;false;0.2742510174416587;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1595862702;false;0.26966259658666214;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-610824544;false;0.2191695558963046;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-59852420;false;0.3833863545574471;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-367563632;false;0.4682814604638803;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;205287207;false;0.48686232718207945;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1305045998;false;0.41118525351846014;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-27650566;false;0.3994916683285269;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;1441101794;false;0.18716212006092836;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-171034459;false;0.472257586455367;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-1726406642;false;0.3751235438205225;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;1;-957686144;false;0.3652278728850271;0.0;Infinity;1;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;-961057577;false;0.42164706729449;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;928533734;false;0.3952621537606982;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;996661577;false;0.02430434167783946;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;1139969114;false;0.1854081760371501;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;-1025138014;false;0.4096151438429255;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;3;1069623828;false;0.3500386024203521;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;45229908;false;0.19321874252815907;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;-25115378;false;0.20195836579607196;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;-166205472;false;0.38148610527158;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;-2119877220;false;0.3109919526798828;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;-2055796783;false;0.3954196356862073;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;4;-98077629;false;0.03798999051245677;1.0;Infinity;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;404634686;false;0.41540163061644564;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;545724780;false;0.21147637761418947;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;472762529;false;0.05420558905460471;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;-1484956625;false;0.308581768256192;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;-1549037062;false;0.45135128691202986;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;5;616070066;false;0.11265717860573399;1.0;3.189935399866671;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;184337257;false;0.06491413429059723;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;116209414;false;0.4152751131649318;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;-1773381897;false;0.3102249152704797;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;327644794;false;0.07397765961227964;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;257299508;false;0.2962140417150032;1.0;3.094985680540679;0;B;
dibstudent04--2016-09-20--15-33.log;dibstudent04;6;-1837462334;false;0.4261769559220675;1.0;3.094985680540679;0;B;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;-1050909961;false;0.41720118635513503;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;-1512832480;false;0.29500057843984506;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;596126664;false;0.4283303742348382;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;-1050917424;false;0.2850379421808138;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;-1050928846;false;0.02733027546268174;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;1;1711713531;false;0.21582877967133118;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;-1050909961;false;0.41720118635513503;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;-1512832480;false;0.29500057843984506;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;596126664;false;0.4283303742348382;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;-1050917424;false;0.2850379421808138;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;-1050928846;false;0.02733027546268174;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;2;1711713531;false;0.21582877967133118;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;1301674565;false;0.4804028635857647;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;1237594128;false;0.2605011465012319;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;-1103701420;false;0.2378832752466169;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;-892266040;false;0.12963855072177055;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;-962611326;false;0.3227674836001082;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;3;-1035573577;false;0.053670596739093024;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;1301674565;false;0.4804028635857647;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;1237594128;false;0.2605011465012319;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;-1103701420;false;0.2378832752466169;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;-892266040;false;0.12963855072177055;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;-962611326;false;0.3227674836001082;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;4;-1035573577;false;0.053670596739093024;1.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;-1050909961;true;0.41720118635513503;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;-1512832480;true;0.29500057843984506;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;596126664;true;0.4283303742348382;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;-1050917424;true;0.2850379421808138;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;-1050928846;true;0.02733027546268174;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;5;1711713531;true;0.21582877967133118;1.0;2.129975849522977;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;-1269989571;false;0.4367852247422749;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;760691834;false;0.29232356364235423;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;-1334070008;false;0.4386460669144113;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;687729583;false;0.044078330795545906;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;831037120;false;0.09495381216611842;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;6;619601740;false;0.4359409861715702;0.0;Infinity;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;1301674565;true;0.4804028635857647;1.0;2.334306099029373;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;1237594128;true;0.2605011465012319;1.0;2.334306099029373;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;-1103701420;true;0.2378832752466169;1.0;2.334306099029373;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;-892266040;true;0.12963855072177055;1.0;2.334306099029373;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;-962611326;true;0.3227674836001082;1.0;2.334306099029373;0;C;
dibstudent03--2016-09-25--17-37.log;dibstudent03;7;-1035573577;true;0.053670596739093024;1.0;2.334306099029373;0;C;
